,id,join_date,sex,company_type,wfh,designation,work_hours,fatigue_score,burn_rate
21807,fffe32003700320038003500,2008-10-31,Female,Product,Yes,1.0,3.0,0.5,0.39
21808,fffe31003300360037003800,2008-10-08,Male,Product,Yes,2.0,3.0,0.62,0.41
21810,fffe3400310030003200,2008-08-21,Female,Product,No,2.0,4.0,0.6799999999999999,0.51
21811,fffe32003500310038003100,2008-09-29,Female,Service,No,1.0,1.0,0.27999999999999997,0.2
21812,fffe33003200310032003900,2008-05-21,Female,Service,No,3.0,6.0,0.74,0.53
21813,fffe33003100360035003200,2008-08-20,Female,Product,Yes,2.0,5.0,0.74,0.57
21814,fffe33003200360030003900,2008-04-18,Female,Service,No,3.0,6.0,0.76,0.73
21815,fffe32003600390034003800,2008-11-18,Male,Service,No,2.0,4.0,0.5700000000000001,0.48
21817,fffe32003800370038003600,2008-10-16,Female,Service,No,1.0,4.0,0.48,0.34
21818,fffe33003400380032003200,2008-01-01,Male,Service,No,3.0,6.0,0.6900000000000001,0.54
21819,fffe3200310033003300,2008-07-04,Female,Service,No,4.0,6.0,0.67,0.5
21820,fffe32003600330038003600,2008-12-08,Female,Service,Yes,3.0,4.0,0.5,0.46
21821,fffe32003500370035003800,2008-08-28,Female,Service,No,1.0,2.0,0.27,0.12
21823,fffe31003600300033003000,2008-11-25,Female,Service,Yes,1.0,3.0,0.51,0.37
21824,fffe3100330035003300,2008-01-11,Female,Service,Yes,1.0,2.0,0.6,0.5
21825,fffe31003200390037003900,2008-04-26,Male,Product,No,2.0,4.0,0.8,0.6
21826,fffe32003200330032003900,2008-10-23,Female,Service,No,2.0,5.0,0.5599999999999999,0.4
21827,fffe3800360035003100,2008-01-16,Male,Product,No,2.0,6.0,0.86,0.78
21828,fffe3500390037003200,2008-12-28,Male,Service,No,3.0,6.0,0.67,0.51
21829,fffe3600360033003000,2008-03-31,Female,Service,Yes,1.0,3.0,0.5,0.41
21830,fffe32003200320034003900,2008-05-07,Male,Service,No,3.0,8.0,0.76,0.7
21831,fffe3800340037003500,2008-07-27,Female,Service,Yes,2.0,2.0,0.35,0.16
21832,fffe3400370030003100,2008-01-16,Female,Service,No,3.0,5.0,0.47000000000000003,0.38
21833,fffe32003600320035003700,2008-06-06,Male,Service,No,4.0,7.0,0.6799999999999999,0.64
21837,fffe31003900350039003100,2008-09-24,Female,Service,No,2.0,4.0,0.32999999999999996,0.24
21838,fffe32003800380031003300,2008-08-03,Female,Service,Yes,1.0,4.0,0.42000000000000004,0.34
21839,fffe3400390031003100,2008-01-30,Female,Product,No,3.0,6.0,0.6599999999999999,0.45
21840,fffe33003300350034003800,2008-01-17,Female,Product,Yes,3.0,6.0,0.71,0.5
21841,fffe31003600330035003900,2008-11-09,Female,Service,No,2.0,3.0,0.35,0.23
21842,fffe31003000300035003700,2008-03-10,Male,Service,Yes,5.0,9.0,0.9800000000000001,0.88
21843,fffe33003200310035003600,2008-08-02,Female,Service,No,1.0,2.0,0.44000000000000006,0.4
21844,fffe3300330031003300,2008-10-04,Female,Service,Yes,1.0,4.0,0.51,0.42
21845,fffe32003500320034003900,2008-03-28,Female,Product,Yes,3.0,4.0,0.5599999999999999,0.48
21846,fffe31003300360034003900,2008-04-17,Male,Service,No,3.0,6.0,0.64,0.6
21847,fffe3900360030003500,2008-10-29,Female,Service,Yes,2.0,3.0,0.45999999999999996,0.28
21848,fffe32003500320038003000,2008-12-18,Male,Product,No,2.0,5.0,0.8099999999999999,0.63
21850,fffe3800330030003800,2008-04-27,Male,Service,No,1.0,3.0,0.5900000000000001,0.38
21851,fffe32003400340036003600,2008-04-01,Female,Product,No,1.0,3.0,0.51,0.37
21852,fffe33003400330037003600,2008-11-25,Female,Service,Yes,2.0,5.0,0.54,0.42
21853,fffe32003700340032003200,2008-10-21,Male,Product,No,3.0,7.0,0.7,0.54
21854,fffe32003000370030003500,2008-05-13,Male,Service,No,3.0,6.0,0.72,0.66
21855,fffe32003600380036003600,2008-09-27,Female,Product,Yes,3.0,4.0,0.53,0.4
21856,fffe31003000390036003500,2008-05-13,Female,Product,No,4.0,7.0,0.7,0.62
21859,fffe3300330036003100,2008-12-23,Female,Service,No,2.0,3.0,0.54,0.34
21861,fffe31003300340037003800,2008-01-26,Male,Product,Yes,2.0,3.0,0.61,0.38
21862,fffe33003200360030003200,2008-12-06,Male,Product,No,2.0,5.0,0.73,0.57
21863,fffe3700390036003900,2008-09-09,Female,Service,Yes,1.0,3.0,0.5,0.39
21864,fffe31003400300031003600,2008-07-28,Female,Product,Yes,2.0,3.0,0.42000000000000004,0.23
21865,fffe32003900320036003600,2008-07-27,Male,Product,Yes,1.0,2.0,0.25,0.15
21866,fffe31003500390035003300,2008-05-28,Female,Product,Yes,2.0,5.0,0.5599999999999999,0.5
21867,fffe32003600390033003100,2008-06-20,Male,Product,No,2.0,4.0,0.65,0.64
21868,fffe33003200380032003500,2008-02-01,Female,Product,No,4.0,6.0,0.72,0.69
21869,fffe31003500350037003100,2008-09-06,Male,Service,Yes,1.0,4.0,0.49000000000000005,0.34
21870,fffe32003600320039003400,2008-05-27,Male,Service,Yes,3.0,6.0,0.6900000000000001,0.49
21871,fffe3100320033003600,2008-03-31,Male,Service,Yes,2.0,4.0,0.32999999999999996,0.13
21872,fffe3300350031003700,2008-10-21,Female,Service,No,3.0,5.0,0.5900000000000001,0.38
21874,fffe32003800320035003600,2008-10-23,Male,Service,No,2.0,6.0,0.61,0.55
21875,fffe32003100310031003900,2008-01-10,Male,Service,No,3.0,6.0,0.6799999999999999,0.51
21876,fffe32003100310034003700,2008-12-26,Male,Product,Yes,4.0,6.0,0.64,0.56
21877,fffe3300300032003300,2008-02-26,Male,Service,No,3.0,7.0,0.7,0.64
21878,fffe32003000300037003100,2008-01-26,Female,Product,No,2.0,4.0,0.4,0.28
21879,fffe32003400350037003700,2008-04-29,Male,Service,No,4.0,6.0,0.74,0.58
21880,fffe32003500320033003900,2008-02-08,Female,Service,Yes,3.0,5.0,0.45,0.36
21881,fffe32003500300035003200,2008-11-30,Male,Service,No,2.0,7.0,0.8400000000000001,0.77
21882,fffe32003200390032003700,2008-03-27,Male,Service,Yes,2.0,3.0,0.44000000000000006,0.29
21883,fffe33003400360037003200,2008-05-21,Male,Product,No,3.0,6.0,0.82,0.61
21884,fffe32003500370035003500,2008-11-07,Female,Service,Yes,4.0,6.0,0.79,0.62
21885,fffe3800300037003800,2008-04-17,Female,Service,Yes,1.0,3.0,0.64,0.45
21886,fffe3500360034003000,2008-04-14,Female,Product,Yes,3.0,5.0,0.72,0.49
21887,fffe330033003700,2008-12-04,Male,Service,No,3.0,7.0,0.5700000000000001,0.52
21890,fffe32003900320039003400,2008-12-15,Female,Service,Yes,1.0,2.0,0.41,0.27
21891,fffe32003100360037003000,2008-07-27,Female,Service,No,3.0,5.0,0.45999999999999996,0.28
21892,fffe31003800380030003000,2008-06-15,Male,Product,No,3.0,6.0,0.6900000000000001,0.51
21893,fffe32003700350034003000,2008-02-16,Female,Service,Yes,3.0,6.0,0.6799999999999999,0.55
21894,fffe33003200340039003800,2008-07-09,Female,Service,Yes,0.0,1.0,0.24,0.08
21895,fffe31003500300034003200,2008-08-13,Male,Service,Yes,3.0,4.0,0.5599999999999999,0.43
21896,fffe3100330030003700,2008-02-07,Male,Product,No,4.0,9.0,0.93,0.85
21897,fffe31003300320033003500,2008-01-09,Female,Service,Yes,0.0,1.0,0.31,0.2
21898,fffe32003700310036003300,2008-11-02,Male,Product,Yes,3.0,5.0,0.47000000000000003,0.36
21899,fffe31003300320037003100,2008-04-19,Female,Service,Yes,1.0,2.0,0.48,0.36
21900,fffe3400350038003000,2008-01-17,Female,Service,No,2.0,4.0,0.52,0.4
21902,fffe32003400380030003800,2008-12-11,Female,Service,Yes,1.0,2.0,0.43,0.21
21903,fffe3500360038003600,2008-10-15,Male,Service,No,4.0,7.0,0.82,0.84
21904,fffe3200300032003600,2008-01-27,Female,Product,Yes,3.0,5.0,0.7,0.65
21905,fffe32003400360036003400,2008-03-12,Female,Service,Yes,2.0,4.0,0.41,0.36
21906,fffe32003000300032003000,2008-05-01,Female,Service,Yes,1.0,3.0,0.51,0.38
21907,fffe3800350038003900,2008-08-03,Male,Product,Yes,5.0,8.0,0.9400000000000001,0.82
21909,fffe32003800330037003800,2008-12-26,Male,Service,No,4.0,8.0,0.8800000000000001,0.79
21910,fffe33003200350031003000,2008-06-27,Female,Product,Yes,3.0,5.0,0.6,0.48
21911,fffe3500310036003100,2008-02-07,Female,Service,Yes,1.0,1.0,0.2,0.16
21913,fffe32003200320036003600,2008-04-11,Male,Service,No,2.0,5.0,0.77,0.62
21914,fffe31003700370038003400,2008-10-29,Male,Service,No,2.0,4.0,0.82,0.66
21915,fffe31003400360035003300,2008-02-01,Female,Product,No,4.0,8.0,0.8400000000000001,0.66
21917,fffe3200310039003200,2008-12-23,Male,Product,No,3.0,7.0,0.86,0.77
21919,fffe31003600320033003800,2008-06-21,Male,Service,No,2.0,4.0,0.67,0.65
21920,fffe31003900310037003200,2008-02-08,Female,Product,No,0.0,1.0,0.13999999999999999,0.11
21921,fffe31003000360031003300,2008-11-13,Male,Service,Yes,2.0,5.0,0.64,0.52
21923,fffe3800360030003600,2008-09-28,Male,Service,Yes,2.0,4.0,0.82,0.68
21924,fffe33003200340031003300,2008-10-02,Male,Service,Yes,2.0,3.0,0.41,0.23
21926,fffe31003800380037003500,2008-10-17,Male,Service,Yes,2.0,3.0,0.3,0.18
21927,fffe32003800370037003500,2008-07-04,Female,Product,No,2.0,3.0,0.36,0.27
21929,fffe32003400330038003100,2008-04-17,Male,Service,No,0.0,2.0,0.39,0.23
21930,fffe32003500300039003400,2008-04-29,Male,Service,Yes,1.0,3.0,0.6,0.49
21931,fffe31003500370032003900,2008-09-29,Female,Product,Yes,2.0,5.0,0.5700000000000001,0.37
21932,fffe33003000360032003600,2008-05-05,Female,Service,Yes,2.0,4.0,0.49000000000000005,0.26
21934,fffe3100370039003000,2008-04-27,Female,Service,Yes,1.0,1.0,0.37,0.27
21935,fffe32003800300030003800,2008-08-16,Male,Product,No,3.0,7.0,0.8699999999999999,0.71
21936,fffe3100320031003400,2008-11-25,Female,Service,No,2.0,5.0,0.63,0.58
21938,fffe33003200350036003800,2008-11-28,Female,Service,Yes,1.0,3.0,0.61,0.46
21939,fffe31003500370030003000,2008-01-30,Male,Product,Yes,4.0,7.0,0.8699999999999999,0.85
21940,fffe31003100360031003300,2008-07-12,Female,Service,No,2.0,4.0,0.52,0.46
21941,fffe31003800340033003100,2008-04-23,Male,Product,No,5.0,8.0,0.85,0.82
21942,fffe31003300370037003400,2008-10-12,Male,Service,No,2.0,7.0,0.72,0.7
21943,fffe31003300310035003500,2008-05-21,Female,Service,No,4.0,8.0,0.9,0.73
21944,fffe31003600310030003300,2008-08-27,Female,Service,Yes,4.0,6.0,0.79,0.63
21945,fffe320037003600,2008-06-01,Male,Service,Yes,1.0,3.0,0.5599999999999999,0.33
21946,fffe32003400360035003200,2008-03-02,Female,Product,Yes,3.0,5.0,0.58,0.4
21947,fffe3600320032003500,2008-09-12,Female,Service,Yes,1.0,4.0,0.6799999999999999,0.5
21949,fffe32003700390035003300,2008-07-18,Male,Service,No,3.0,4.0,0.5700000000000001,0.43
21950,fffe32003400390035003600,2008-01-27,Male,Product,Yes,3.0,7.0,0.6,0.55
21953,fffe31003600380037003100,2008-06-07,Female,Service,No,1.0,3.0,0.52,0.4
21954,fffe32003600390031003100,2008-09-02,Male,Product,Yes,5.0,8.0,0.78,0.81
21955,fffe33003400370030003900,2008-07-07,Female,Service,No,2.0,5.0,0.6,0.35
21957,fffe33003000330034003000,2008-09-23,Female,Service,Yes,0.0,1.0,0.33999999999999997,0.13
21958,fffe3100340034003400,2008-08-04,Female,Product,No,2.0,5.0,0.6900000000000001,0.58
21959,fffe32003500380037003400,2008-10-17,Female,Product,Yes,0.0,1.0,0.51,0.27
21960,fffe3500320035003700,2008-01-28,Female,Product,Yes,0.0,1.0,0.51,0.29
21961,fffe3500340035003000,2008-09-12,Male,Service,No,5.0,9.0,0.8800000000000001,0.77
21962,fffe32003200350038003300,2008-12-29,Male,Service,Yes,3.0,5.0,0.6599999999999999,0.43
21964,fffe32003100360031003000,2008-02-02,Male,Product,Yes,3.0,5.0,0.6900000000000001,0.63
21965,fffe3500370030003900,2008-03-27,Male,Service,Yes,1.0,2.0,0.39,0.27
21966,fffe31003600350032003700,2008-07-28,Male,Product,Yes,2.0,4.0,0.5599999999999999,0.48
21967,fffe3100370035003900,2008-11-10,Female,Service,No,1.0,3.0,0.44000000000000006,0.21
21970,fffe33003000320039003700,2008-05-25,Male,Service,No,3.0,5.0,0.77,0.69
21971,fffe33003100320035003200,2008-08-10,Male,Service,No,0.0,1.0,0.13999999999999999,0.1
21973,fffe3900320033003200,2008-03-01,Female,Service,No,0.0,1.0,0.27,0.16
21974,fffe31003500370036003900,2008-11-18,Female,Product,Yes,4.0,7.0,0.8,0.67
21975,fffe33003000380036003500,2008-06-05,Female,Service,No,4.0,8.0,0.82,0.66
21976,fffe3400330032003600,2008-09-06,Male,Service,Yes,2.0,4.0,0.77,0.62
21978,fffe3300300038003100,2008-04-16,Female,Service,Yes,1.0,5.0,0.6599999999999999,0.56
21979,fffe3900370030003300,2008-08-06,Male,Product,Yes,3.0,4.0,0.53,0.35
21980,fffe33003400390032003000,2008-05-04,Male,Product,Yes,3.0,5.0,0.55,0.47
21981,fffe3400320036003000,2008-11-03,Male,Service,Yes,2.0,5.0,0.77,0.62
21982,fffe3600390032003700,2008-07-22,Male,Product,Yes,2.0,3.0,0.64,0.46
21983,fffe32003000370036003400,2008-03-04,Female,Service,No,2.0,5.0,0.6,0.52
21984,fffe33003200330038003300,2008-07-20,Female,Service,Yes,2.0,5.0,0.77,0.61
21985,fffe33003100340036003200,2008-06-16,Male,Service,Yes,1.0,1.0,0.16,0.1
21987,fffe33003300310032003400,2008-11-11,Male,Service,No,4.0,8.0,0.9199999999999999,0.75
21988,fffe32003800380034003800,2008-01-27,Female,Service,Yes,2.0,4.0,0.33999999999999997,0.25
21989,fffe32003700330038003700,2008-10-11,Male,Service,Yes,3.0,5.0,0.55,0.44
21990,fffe3100360030003000,2008-04-11,Male,Product,No,2.0,5.0,0.6900000000000001,0.67
21991,fffe33003200390035003600,2008-10-28,Female,Service,No,4.0,8.0,0.89,0.7
21992,fffe31003800390034003600,2008-11-30,Male,Product,No,3.0,6.0,0.7,0.6
21993,fffe31003100330037003000,2008-10-19,Male,Service,Yes,2.0,3.0,0.54,0.42
21994,fffe32003700300038003000,2008-09-25,Female,Service,Yes,3.0,6.0,0.73,0.64
21995,fffe3800350030003300,2008-09-30,Male,Product,Yes,1.0,3.0,0.58,0.47
21996,fffe3400320031003000,2008-12-28,Female,Product,Yes,2.0,5.0,0.44000000000000006,0.39
21997,fffe32003500300038003100,2008-08-05,Female,Service,Yes,3.0,5.0,0.63,0.43
21998,fffe31003800310038003400,2008-01-17,Female,Product,Yes,5.0,9.0,1.0,0.96
21999,fffe31003700320039003800,2008-08-02,Female,Service,No,2.0,4.0,0.5,0.33
22000,fffe31003000390039003300,2008-12-14,Female,Service,Yes,1.0,3.0,0.6,0.5
22001,fffe33003000300030003100,2008-09-13,Male,Product,Yes,3.0,5.0,0.5700000000000001,0.51
22002,fffe3500340035003600,2008-01-01,Female,Product,Yes,1.0,1.0,0.15,0.1
22003,fffe32003000370032003400,2008-04-03,Male,Product,Yes,1.0,4.0,0.47000000000000003,0.39
22004,fffe32003900330033003300,2008-03-22,Female,Product,No,2.0,3.0,0.33999999999999997,0.29
22005,fffe31003000370036003200,2008-12-10,Female,Service,Yes,4.0,10.0,0.96,0.93
22006,fffe32003500360036003700,2008-06-22,Male,Product,No,3.0,6.0,0.43,0.37
22007,fffe31003700360030003700,2008-04-20,Female,Service,No,2.0,5.0,0.52,0.32
22008,fffe3400360030003700,2008-01-17,Male,Service,Yes,2.0,2.0,0.41,0.28
22009,fffe3800320039003000,2008-06-21,Male,Service,No,4.0,6.0,0.7,0.55
22010,fffe3700330032003600,2008-11-27,Male,Service,Yes,4.0,8.0,0.73,0.73
22011,fffe3300370032003600,2008-10-20,Male,Service,Yes,2.0,3.0,0.38,0.24
22012,fffe32003300340035003400,2008-10-30,Female,Service,Yes,0.0,1.0,0.08,0.04
22014,fffe31003000310035003500,2008-06-23,Male,Service,No,3.0,7.0,0.63,0.52
22015,fffe3900300033003100,2008-10-27,Female,Service,Yes,2.0,5.0,0.6599999999999999,0.49
22016,fffe31003600360037003300,2008-04-26,Female,Product,Yes,1.0,2.0,0.49000000000000005,0.31
22017,fffe3600360034003700,2008-01-26,Female,Product,No,4.0,8.0,0.79,0.71
22018,fffe31003200310035003300,2008-09-16,Female,Product,Yes,2.0,5.0,0.7,0.5
22019,fffe32003900390032003400,2008-06-21,Female,Product,No,2.0,4.0,0.62,0.39
22020,fffe3500300034003100,2008-11-04,Male,Product,No,4.0,8.0,0.9099999999999999,0.9
22021,fffe3900350034003000,2008-03-07,Female,Service,No,1.0,3.0,0.6900000000000001,0.47
22022,fffe3800380036003700,2008-11-03,Male,Service,No,3.0,7.0,0.8400000000000001,0.64
22023,fffe32003900310036003200,2008-09-22,Female,Product,No,4.0,6.0,0.71,0.48
22024,fffe32003700380035003300,2008-04-10,Female,Service,Yes,3.0,6.0,0.67,0.52
22025,fffe3700370033003100,2008-01-17,Male,Product,No,1.0,3.0,0.63,0.47
22026,fffe33003100340038003700,2008-02-29,Male,Service,Yes,1.0,4.0,0.48,0.38
22027,fffe32003500310038003400,2008-01-02,Male,Product,No,1.0,4.0,0.58,0.36
22028,fffe33003400390032003600,2008-06-21,Female,Service,Yes,2.0,3.0,0.6,0.36
22029,fffe32003700380035003500,2008-12-25,Male,Service,Yes,2.0,5.0,0.73,0.64
22030,fffe3300350035003700,2008-06-09,Male,Service,No,2.0,6.0,0.77,0.7
22031,fffe31003100380039003700,2008-11-13,Male,Service,No,3.0,7.0,0.64,0.51
22032,fffe32003400310031003200,2008-07-05,Female,Service,Yes,1.0,2.0,0.35,0.17
22033,fffe32003600300030003300,2008-01-03,Female,Product,Yes,1.0,3.0,0.64,0.45
22035,fffe33003200360035003500,2008-03-11,Female,Product,Yes,3.0,5.0,0.5599999999999999,0.45
22036,fffe31003900320039003300,2008-05-12,Female,Product,Yes,0.0,1.0,0.06999999999999999,0.0
22037,fffe3600350036003500,2008-05-15,Male,Service,Yes,4.0,7.0,0.6799999999999999,0.56
22038,fffe31003300330039003300,2008-02-29,Female,Product,No,2.0,7.0,0.7,0.7
22039,fffe33003400380034003900,2008-06-26,Male,Product,Yes,4.0,6.0,0.73,0.59
22040,fffe32003000310034003900,2008-09-03,Male,Service,Yes,0.0,1.0,0.13,0.1
22041,fffe3700310036003700,2008-09-02,Male,Product,No,1.0,3.0,0.52,0.39
22042,fffe31003400320035003000,2008-09-17,Male,Service,No,1.0,3.0,0.73,0.52
22043,fffe31003000370039003100,2008-04-04,Female,Service,Yes,3.0,6.0,0.55,0.52
22045,fffe31003100370033003300,2008-05-11,Female,Product,Yes,2.0,4.0,0.4,0.24
22047,fffe32003100330036003200,2008-04-09,Male,Product,No,4.0,7.0,0.8,0.65
22048,fffe31003500340039003300,2008-02-03,Male,Service,No,4.0,7.0,0.7,0.62
22049,fffe31003200370039003100,2008-07-13,Male,Service,No,3.0,5.0,0.48,0.4
22050,fffe33003100320037003500,2008-01-31,Female,Service,Yes,3.0,6.0,0.62,0.43
22051,fffe330038003400,2008-12-02,Male,Service,Yes,0.0,1.0,0.36,0.27
22052,fffe33003300340036003700,2008-10-07,Male,Service,Yes,2.0,4.0,0.5599999999999999,0.37
22053,fffe32003300390036003800,2008-04-21,Female,Product,Yes,3.0,6.0,0.54,0.35
22054,fffe31003000380032003900,2008-08-11,Female,Service,No,2.0,3.0,0.55,0.5
22055,fffe31003100300038003600,2008-09-19,Female,Service,Yes,2.0,4.0,0.62,0.41
22056,fffe32003500390035003200,2008-10-25,Male,Product,No,3.0,5.0,0.73,0.55
22057,fffe31003500340036003200,2008-06-12,Female,Service,No,1.0,3.0,0.6900000000000001,0.49
22060,fffe32003400380035003100,2008-10-22,Male,Service,Yes,2.0,4.0,0.45,0.37
22061,fffe3400320038003700,2008-02-08,Female,Service,No,2.0,5.0,0.42000000000000004,0.37
22063,fffe3400390032003900,2008-12-16,Male,Service,No,2.0,4.0,0.31,0.25
22065,fffe31003900330035003000,2008-04-19,Female,Service,No,2.0,5.0,0.78,0.66
22066,fffe31003700370034003200,2008-11-22,Male,Service,Yes,1.0,2.0,0.36,0.16
22067,fffe33003100370031003500,2008-07-20,Female,Service,Yes,1.0,3.0,0.61,0.37
22068,fffe31003100380031003000,2008-03-07,Male,Service,No,3.0,5.0,0.52,0.44
22069,fffe3900310035003900,2008-09-30,Male,Service,No,3.0,5.0,0.76,0.58
22070,fffe3100360038003800,2008-05-04,Female,Product,No,2.0,5.0,0.65,0.51
22071,fffe33003000390039003500,2008-10-30,Female,Service,No,3.0,7.0,0.61,0.6
22072,fffe3700350030003900,2008-01-17,Female,Service,No,4.0,7.0,0.65,0.59
22073,fffe32003600300038003700,2008-04-07,Female,Product,No,2.0,6.0,0.61,0.52
22074,fffe32003300360037003300,2008-12-10,Male,Service,Yes,3.0,7.0,0.64,0.56
22075,fffe31003000330031003000,2008-07-21,Male,Service,Yes,2.0,5.0,0.42000000000000004,0.36
22076,fffe340032003200,2008-09-01,Female,Product,No,1.0,3.0,0.47000000000000003,0.42
22078,fffe3700340038003400,2008-12-23,Female,Service,No,3.0,5.0,0.74,0.58
22079,fffe32003500300030003900,2008-12-30,Male,Service,No,1.0,3.0,0.51,0.29
22082,fffe32003300330032003400,2008-03-20,Female,Product,Yes,3.0,6.0,0.42000000000000004,0.34
22083,fffe3300320036003600,2008-06-08,Female,Service,Yes,2.0,3.0,0.5700000000000001,0.33
22084,fffe32003600300030003000,2008-03-13,Male,Service,Yes,3.0,6.0,0.77,0.68
22085,fffe31003400320039003900,2008-11-07,Male,Product,No,1.0,1.0,0.45,0.27
22086,fffe31003700310037003800,2008-11-10,Female,Service,Yes,2.0,3.0,0.55,0.48
22087,fffe33003400330038003700,2008-07-31,Female,Service,Yes,1.0,3.0,0.41,0.31
22088,fffe32003700380034003400,2008-06-05,Male,Product,Yes,2.0,3.0,0.41,0.21
22089,fffe32003800330038003200,2008-04-26,Female,Product,Yes,2.0,5.0,0.45999999999999996,0.3
22091,fffe31003400340030003000,2008-05-12,Female,Product,Yes,3.0,4.0,0.67,0.43
22092,fffe3100310032003900,2008-01-14,Female,Service,No,3.0,6.0,0.86,0.85
22093,fffe32003100370033003200,2008-02-01,Female,Service,No,2.0,3.0,0.37,0.28
22094,fffe31003100380038003000,2008-01-07,Male,Product,No,2.0,4.0,0.7,0.56
22095,fffe32003200310033003300,2008-02-25,Female,Service,Yes,3.0,5.0,0.61,0.54
22096,fffe32003000300039003800,2008-06-16,Female,Service,Yes,2.0,5.0,0.6,0.53
22097,fffe33003000340036003200,2008-09-05,Female,Service,No,2.0,5.0,0.64,0.41
22099,fffe32003800340038003500,2008-12-11,Male,Product,No,1.0,3.0,0.5900000000000001,0.43
22100,fffe3100330039003200,2008-09-04,Male,Service,Yes,2.0,5.0,0.6599999999999999,0.61
22102,fffe33003300340039003900,2008-07-30,Female,Product,Yes,2.0,4.0,0.63,0.51
22103,fffe360038003700,2008-04-16,Male,Service,No,2.0,3.0,0.42000000000000004,0.25
22104,fffe33003200300032003600,2008-11-26,Female,Service,No,4.0,7.0,0.86,0.74
22105,fffe32003600310030003800,2008-04-05,Male,Service,Yes,3.0,6.0,0.64,0.6
22106,fffe3500390036003400,2008-03-11,Female,Service,Yes,0.0,1.0,0.19,0.1
22107,fffe32003800300034003200,2008-09-07,Male,Service,No,4.0,8.0,0.74,0.69
22108,fffe31003400320033003700,2008-03-02,Female,Service,Yes,3.0,5.0,0.48,0.38
22109,fffe31003300300033003000,2008-07-14,Male,Service,Yes,1.0,3.0,0.45999999999999996,0.35
22110,fffe3200370038003100,2008-04-29,Female,Service,No,3.0,6.0,0.67,0.44
22111,fffe32003600330035003200,2008-08-30,Female,Service,Yes,3.0,5.0,0.5,0.41
22113,fffe32003300300030003600,2008-06-13,Female,Service,No,3.0,5.0,0.58,0.4
22114,fffe3400340034003400,2008-03-31,Female,Product,No,2.0,4.0,0.5599999999999999,0.41
22115,fffe33003400320030003200,2008-09-01,Male,Product,Yes,3.0,5.0,0.55,0.41
22116,fffe31003300360036003300,2008-11-19,Male,Service,Yes,3.0,5.0,0.5900000000000001,0.51
22117,fffe3600310030003200,2008-11-22,Male,Service,Yes,2.0,2.0,0.27999999999999997,0.17
22118,fffe33003200310033003600,2008-10-09,Female,Product,Yes,1.0,2.0,0.32999999999999996,0.15
22120,fffe3600350030003700,2008-03-06,Female,Service,Yes,4.0,9.0,0.8,0.73
